"Country or Area","Year","Unit","Value","Value Footnotes"
"United Kingdom","2012","Thousand hectolitres","71470.89434",""
"United Kingdom","2011","Thousand hectolitres","65981.75336",""
"United Kingdom","2010","Thousand hectolitres","69379.2851",""
"United Kingdom","2009","Mil. USD","4974.8545987044",""
"United Kingdom","2007","Mil. USD","5894.36175853639",""
"United Kingdom","2006","Thousand hectolitres","70644.1",""
"United Kingdom","2004","Mil. USD","5388.33351642316",""
"United Kingdom","2004","Thousand hectolitres","7223.3","17"
"United Kingdom","2003","Mil. USD","4706.33375376037","17"
"United Kingdom","2003","Thousand hectolitres","7180.9","17"
"United Kingdom","2002","Mil. USD","4246.10450274021",""
"United Kingdom","2002","Thousand hectolitres","7002.8",""
"United Kingdom","2001","Mil. USD","3995.65251815649","17"
"United Kingdom","2001","Thousand hectolitres","6918","17"
"United Kingdom","2000","Mil. USD","3861.67488529435","18"
"United Kingdom","2000","Thousand hectolitres","6386.7","18"
"United Kingdom","1999","Mil. USD","4342.15723312635","17"
"United Kingdom","1999","Thousand hectolitres","6635.9","17"
"United Kingdom","1998","Mil. USD","4471.00780108774",""
"United Kingdom","1998","Thousand hectolitres","6536.9",""
"United Kingdom","1996","Thousand hectolitres","0","17"
"United Republic of Tanzania","2013","Thousand hectolitres","5890","19"
"United Republic of Tanzania","2012","Thousand hectolitres","5856","19"
"United Republic of Tanzania","2011","Thousand hectolitres","5237","19"
"United Republic of Tanzania","2010","Mil. USD","3.21170935703084","20"
"United Republic of Tanzania","2010","Thousand hectolitres","4442.06",""
"United Republic of Tanzania","2009","Mil. USD","213.610106569685",""
"United Republic of Tanzania","2009","Thousand hectolitres","3961.51",""
"United Republic of Tanzania","2008","Mil. USD","189.35381774648",""
"United Republic of Tanzania","2008","Thousand hectolitres","3252.82",""
"United Republic of Tanzania","2007","Mil. USD","188.177007860717",""
"United Republic of Tanzania","2007","Thousand hectolitres","4493.88",""
"United Republic of Tanzania","2006","Mil. USD","167.122791317058",""
"United Republic of Tanzania","2006","Thousand hectolitres","3825.77",""
"United Republic of Tanzania","2005","Mil. USD","166.262048453827",""
"United Republic of Tanzania","2005","Thousand hectolitres","2928.83",""
"United Republic of Tanzania","2004","Mil. USD","1.88657133122571","20"
"United Republic of Tanzania","2004","Thousand hectolitres","2641.49",""
"United Republic of Tanzania","2003","Mil. USD","1.93045219440964","20"
"United Republic of Tanzania","2003","Thousand hectolitres","2125.07",""
"United Republic of Tanzania","2002","Mil. USD","2.41262314824604","20"
"United Republic of Tanzania","2002","Thousand hectolitres","2135.27","19"
"United Republic of Tanzania","2001","Mil. USD","2.69622152451189","20"
"United Republic of Tanzania","2001","Thousand hectolitres","1986.5","19"
"United Republic of Tanzania","2000","Mil. USD","3.42575065470214","20"
"United Republic of Tanzania","2000","Thousand hectolitres","1774","19"
"United Republic of Tanzania","1999","Mil. USD","2.50685095713671","20"
"United Republic of Tanzania","1999","Thousand hectolitres","1397.23","19"
"United Republic of Tanzania","1998","Mil. USD","2.89165526639769","20"
"United Republic of Tanzania","1998","Thousand hectolitres","1294.33","19"
"United Republic of Tanzania","1997","Mil. USD","2.08455006963476","20"
"United Republic of Tanzania","1997","Thousand hectolitres","1134.65","19"
"United Republic of Tanzania","1996","Mil. USD","1.50178455455104","20"
"United Republic of Tanzania","1996","Thousand hectolitres","1185.8","19"
"United Republic of Tanzania","1995","Mil. USD","1.26661179272124","20"
"United Republic of Tanzania","1995","Thousand hectolitres","1182.9","19"
"Uruguay","2013","Mil. USD","344.357722614452",""
"Uruguay","2013","Thousand hectolitres","3479",""
"Uruguay","2012","Mil. USD","324.331528901805",""
"Uruguay","2012","Thousand hectolitres","3482.63",""
"Uruguay","2010","Mil. USD","270.60549297021",""
"Uruguay","2010","Thousand hectolitres","3307.55",""
"Uruguay","2003","Mil. USD","64.2929029539959",""
"Uruguay","2001","Mil. USD","123.517839296149",""
"Uruguay","2000","Mil. USD","130.689900582044",""
"Uruguay","1999","Mil. USD","243.564057128747",""
"Uruguay","1998","Mil. USD","268.406975100068",""
"Uruguay","1997","Mil. USD","269.323254735133",""
"Uzbekistan","1997","Thousand hectolitres","2512",""
"Uzbekistan","1996","Thousand hectolitres","1422",""
"Uzbekistan","1995","Thousand hectolitres","658",""
"Viet Nam","2007","Thousand hectolitres","6670.51031",""
"Viet Nam","2006","Thousand hectolitres","5431",""
"Viet Nam","2005","Thousand hectolitres","7259",""
"Viet Nam","2004","Thousand hectolitres","3855",""
"Viet Nam","2003","Thousand hectolitres","3467",""
"Viet Nam","2002","Thousand hectolitres","3262",""
"Viet Nam","2001","Thousand hectolitres","3168",""
"Viet Nam","2000","Thousand hectolitres","2685",""
"Yemen","2008","Thousand hectolitres","2700","21"
"Yemen","2007","Thousand hectolitres","2290","21"
"Yemen","2006","Thousand hectolitres","1920","21"
"Yemen","2005","Thousand hectolitres","1540","21"
"Yemen","2004","Thousand hectolitres","1270","21"
"Yemen","2003","Thousand hectolitres","1050",""
"Yemen","2002","Thousand hectolitres","1030",""
"Yemen","2001","Thousand hectolitres","940",""
"Yemen","2000","Thousand hectolitres","810",""
"Yemen","1999","Thousand hectolitres","800",""
"Yemen","1998","Thousand hectolitres","690",""
"Yemen","1997","Thousand hectolitres","440",""
"Yemen","1996","Thousand hectolitres","340",""
"Yemen","1995","Thousand hectolitres","510",""
"Zimbabwe","2011","Mil. USD","91.71843",""
"Zimbabwe","2010","Mil. USD","39.52572",""
"Zimbabwe","2009","Mil. USD","22.67746",""

"fnSeqID","Footnote"
"1","Source: Economist Intelligence Unit (London)."
"2","Including mineral waters."
"3","Twelve months ending 30 June of year stated."
"4","Incomplete coverage."
"5","Source: Afristat: Sub-Saharan African Observatory of Economics and Statistics (Bamako)."
"6","Excluding the Federation of Bosnia and Herzegovina."
"7","Twelve months ending 7 July of the year stated."
"8","Production by large and medium scale establishments only."
"9","Original data in million bottles converted on the basis of 200 ml per bottle."
"10","Twelve months ending 31 March of year stated."
"11","Twelve months beginning 16 July of year stated."
"12","Provisional or estimated figure."
"13","Break in series; data prior to the sign not comparable to following years."
"14","Non-aerated beverages flavored ready for immediate consumption without dilution only."
"15","Source: Statistical Yearbook for Asia and the Pacific, United Nations Economic and Social Commission for Asia and the Pacific (Bangkok)."
"16","For July to December."
"17","Excluding Prodcom 2002 code 15.98.12.50."
"18","Excluding Prodcom 2002 codes 15.98.12.50, 15.98.12.70."
"19","Tanganyika only."
"20","Zanzibar only."
"21","Source: Bulletin of Industrial Statistics for the Arab Countries, United Nations Economic and Social Commission for Western Asia (Beirut)."
